AL,NCBI_SEQ_ID,VERS_ACCESS
 9924         ,308171904     ,YP_003918609.1
 9925         ,308171933     ,YP_003918638.1
 9926         ,308171972     ,YP_003918677.1
 9927         ,308171982     ,YP_003918687.1
 9928         ,308171985     ,YP_003918690.1
 9929         ,308171992     ,YP_003918697.1
 9930         ,308171998     ,YP_003918703.1
 9931         ,308172007     ,YP_003918712.1
 9932         ,308172009     ,YP_003918714.1
 9933         ,308172010     ,YP_003918715.1
 9934         ,308172014     ,YP_003918719.1
 9935         ,308172018     ,YP_003918723.1
 9936         ,308172022     ,YP_003918727.1
 9937         ,308172027     ,YP_003918732.1
 9938         ,308172028     ,YP_003918733.1
 9939         ,308172034     ,YP_003918739.1
 9940         ,308172039     ,YP_003918744.1
 9941         ,308172072     ,YP_003918777.1
 9942         ,308172177     ,YP_003918882.1
 9943         ,308172431     ,YP_003919136.1
 9944         ,308172519     ,YP_003919224.1
 9945         ,308172527     ,YP_003919232.1
 9946         ,308172529     ,YP_003919234.1
 9947         ,308172533     ,YP_003919238.1
 9948         ,308172534     ,YP_003919239.1
 9949         ,308172535     ,YP_003919240.1
 9950         ,308172538     ,YP_003919243.1
 9951         ,308172554     ,YP_003919259.1
 9952         ,308172555     ,YP_003919260.1
 9953         ,308172875     ,YP_003919580.1
 9954         ,308173086     ,YP_003919791.1
 9955         ,308173088     ,YP_003919793.1
 9956         ,308173106     ,YP_003919811.1
 9957         ,308173288     ,YP_003919993.1
 9958         ,308173505     ,YP_003920210.1
 9959         ,308173511     ,YP_003920216.1
 9960         ,308173512     ,YP_003920217.1
 9961         ,308173517     ,YP_003920222.1
 9962         ,308173518     ,YP_003920223.1
 9963         ,308173545     ,YP_003920250.1
 9964         ,308173568     ,YP_003920273.1
 9965         ,308173614     ,YP_003920319.1
 9966         ,308173620     ,YP_003920325.1
 9967         ,308173623     ,YP_003920328.1
 9968         ,308173626     ,YP_003920331.1
 9969         ,308173638     ,YP_003920343.1
 9970         ,308173640     ,YP_003920345.1
 9971         ,308173657     ,YP_003920362.1
 9972         ,308173978     ,YP_003920683.1
 9973         ,308174055     ,YP_003920760.1
 9974         ,308174056     ,YP_003920761.1
 9975         ,308174058     ,YP_003920763.1
 9976         ,308174059     ,YP_003920764.1
 9977         ,308174098     ,YP_003920803.1
 9978         ,308174115     ,YP_003920820.1
 9979         ,308174310     ,YP_003921015.1
 9980         ,308174314     ,YP_003921019.1
 9981         ,308174334     ,YP_003921039.1
 9982         ,308174335     ,YP_003921040.1
 9983         ,308174336     ,YP_003921041.1
 9984         ,308174353     ,YP_003921058.1
 9985         ,308174440     ,YP_003921145.1
 9986         ,308174456     ,YP_003921161.1
 9987         ,308174457     ,YP_003921162.1
 9988         ,308174475     ,YP_003921180.1
 9989         ,308174506     ,YP_003921211.1
 9990         ,308174515     ,YP_003921220.1
 9991         ,308174520     ,YP_003921225.1
 9992         ,308174527     ,YP_003921232.1
 9993         ,308174541     ,YP_003921246.1
 9994         ,308174545     ,YP_003921250.1
 9995         ,308174546     ,YP_003921251.1
 9996         ,308174560     ,YP_003921265.1
 9997         ,308174561     ,YP_003921266.1
 9998         ,308174589     ,YP_003921294.1
 9999         ,308174658     ,YP_003921363.1
10000         ,308174705     ,YP_003921410.1
10001         ,308174729     ,YP_003921434.1
10002         ,308174920     ,YP_003921625.1
10003         ,308175143     ,YP_003921848.1
10004         ,308175146     ,YP_003921851.1
10005         ,308175199     ,YP_003921904.1
10006         ,308175217     ,YP_003921922.1
10007         ,308175226     ,YP_003921931.1
10008         ,308175227     ,YP_003921932.1
10009         ,308175228     ,YP_003921933.1
10010         ,308175246     ,YP_003921951.1
10011         ,308175247     ,YP_003921952.1
10012         ,308175408     ,YP_003922113.1
10013         ,308175409     ,YP_003922114.1
10014         ,308175411     ,YP_003922116.1
10015         ,308175415     ,YP_003922120.1
10016         ,308175418     ,YP_003922123.1
10017         ,308175443     ,YP_003922148.1
10018         ,308175459     ,YP_003922164.1
10019         ,308175611     ,YP_003922316.1
10020         ,308175751     ,YP_003922456.1
10021         ,308535202     ,YP_002137772.2
10022         ,308535384     ,YP_002140483.2
10023         ,320449109     ,YP_004201205.1
10024         ,320449238     ,YP_004201334.1
10025         ,320449251     ,YP_004201347.1
10026         ,320449252     ,YP_004201348.1
10027         ,320449258     ,YP_004201354.1
10028         ,320449270     ,YP_004201366.1
10029         ,320449271     ,YP_004201367.1
10030         ,320449272     ,YP_004201368.1
10031         ,320449401     ,YP_004201497.1
10032         ,320449449     ,YP_004201545.1
10033         ,320449491     ,YP_004201587.1
10034         ,320449505     ,YP_004201601.1
10035         ,320449513     ,YP_004201609.1
10036         ,320449577     ,YP_004201673.1
10037         ,320449649     ,YP_004201745.1
10038         ,320449691     ,YP_004201787.1
10039         ,320449700     ,YP_004201796.1
10040         ,320449701     ,YP_004201797.1
10041         ,320449705     ,YP_004201801.1
10042         ,320449783     ,YP_004201879.1
10043         ,320449788     ,YP_004201884.1
10044         ,320449813     ,YP_004201909.1
10045         ,320449838     ,YP_004201934.1
10046         ,320449847     ,YP_004201943.1
10047         ,320449893     ,YP_004201989.1
10048         ,320449920     ,YP_004202016.1
10049         ,320449937     ,YP_004202033.1
10050         ,320449993     ,YP_004202089.1
10051         ,320449995     ,YP_004202091.1
10052         ,320450015     ,YP_004202111.1
10053         ,320450108     ,YP_004202204.1
10054         ,320450390     ,YP_004202486.1
10055         ,320450406     ,YP_004202502.1
10056         ,320450433     ,YP_004202529.1
10057         ,320450476     ,YP_004202572.1
10058         ,320450477     ,YP_004202573.1
10059         ,320450480     ,YP_004202576.1
10060         ,320450505     ,YP_004202601.1
10061         ,320450562     ,YP_004202658.1
10062         ,320450567     ,YP_004202663.1
10063         ,320450609     ,YP_004202705.1
10064         ,320450628     ,YP_004202724.1
10065         ,320450764     ,YP_004202860.1
10066         ,320450771     ,YP_004202867.1
10067         ,320450859     ,YP_004202955.1
10068         ,320450860     ,YP_004202956.1
10069         ,320450898     ,YP_004202994.1
10070         ,320450899     ,YP_004202995.1
10071         ,320450901     ,YP_004202997.1
10072         ,320450931     ,YP_004203027.1
10073         ,320450963     ,YP_004203059.1
10074         ,320450980     ,YP_004203076.1
10075         ,320451021     ,YP_004203117.1
10076         ,320451045     ,YP_004203141.1
10077         ,320451078     ,YP_004203174.1
10078         ,320451086     ,YP_004203182.1
10079         ,320451087     ,YP_004203183.1
10080         ,320451146     ,YP_004203242.1
10081         ,320451174     ,YP_004203270.1
10082         ,320451226     ,YP_004203322.1
10083         ,320451232     ,YP_004203328.1
10084         ,320451239     ,YP_004203335.1
10085         ,320451240     ,YP_004203336.1
10086         ,320451242     ,YP_004203338.1
10087         ,320451273     ,YP_004203369.1
10088         ,320451278     ,YP_004203374.1
10089         ,320451279     ,YP_004203375.1
10090         ,320451280     ,YP_004203376.1
10091         ,320451285     ,YP_004203381.1
10092         ,320451287     ,YP_004203383.1
10093         ,320451289     ,YP_004203385.1
10094         ,320451293     ,YP_004203389.1
10095         ,320451297     ,YP_004203393.1
10096         ,320451298     ,YP_004203394.1
10097         ,320451300     ,YP_004203396.1
10098         ,320451317     ,YP_004203413.1
10099         ,320451318     ,YP_004203414.1
10100         ,320451329     ,YP_004203425.1
10101         ,320451375     ,YP_004203471.1
10102         ,320451386     ,YP_004203482.1
10103         ,320451414     ,YP_004203510.1
10104         ,320451473     ,YP_004203569.1
10105         ,320451479     ,YP_004203575.1
10106         ,320451483     ,YP_004203579.1
10107         ,320451499     ,YP_004203595.1
10108         ,320451519     ,YP_004203615.1
10109         ,320451521     ,YP_004203617.1
10110         ,320451540     ,YP_004203636.1
10111         ,320451541     ,YP_004203637.1
10112         ,328956387     ,YP_004373773.1
10113         ,328956388     ,YP_004373774.1
10114         ,328956395     ,YP_004373781.1
10115         ,328956502     ,YP_004373888.1
10116         ,328956557     ,YP_004373943.1
10117         ,328956582     ,YP_004373968.1
10118         ,328956628     ,YP_004374014.1
10119         ,328956660     ,YP_004374046.1
10120         ,328956699     ,YP_004374085.1
10121         ,328956732     ,YP_004374118.1
10122         ,328956747     ,YP_004374133.1
10123         ,328956751     ,YP_004374137.1
10124         ,328956754     ,YP_004374140.1
10125         ,328956758     ,YP_004374144.1
10126         ,328956771     ,YP_004374157.1
10127         ,328956811     ,YP_004374197.1
10128         ,328956887     ,YP_004374273.1
10129         ,328956891     ,YP_004374277.1
10130         ,328956931     ,YP_004374317.1
10131         ,328956932     ,YP_004374318.1
10132         ,328956938     ,YP_004374324.1
10133         ,328957009     ,YP_004374395.1
10134         ,328957016     ,YP_004374402.1
10135         ,328957059     ,YP_004374445.1
10136         ,328957069     ,YP_004374455.1
10137         ,328957103     ,YP_004374489.1
10138         ,328957135     ,YP_004374521.1
10139         ,328957160     ,YP_004374546.1
10140         ,328957192     ,YP_004374578.1
10141         ,328957267     ,YP_004374653.1
10142         ,328957268     ,YP_004374654.1
10143         ,328957305     ,YP_004374691.1
10144         ,328957389     ,YP_004374775.1
10145         ,328957400     ,YP_004374786.1
10146         ,328957405     ,YP_004374791.1
10147         ,328957408     ,YP_004374794.1
10148         ,328957411     ,YP_004374797.1
10149         ,328957420     ,YP_004374806.1
10150         ,328957421     ,YP_004374807.1
10151         ,328957422     ,YP_004374808.1
10152         ,328957464     ,YP_004374850.1
10153         ,328957465     ,YP_004374851.1
10154         ,328957484     ,YP_004374870.1
10155         ,328957490     ,YP_004374876.1
10156         ,328957491     ,YP_004374877.1
10157         ,328957534     ,YP_004374920.1
10158         ,328957535     ,YP_004374921.1
10159         ,328957537     ,YP_004374923.1
10160         ,328957539     ,YP_004374925.1
10161         ,328957540     ,YP_004374926.1
10162         ,328957597     ,YP_004374983.1
10163         ,328957599     ,YP_004374985.1
10164         ,328957714     ,YP_004375100.1
10165         ,328957915     ,YP_004375301.1
10166         ,328957916     ,YP_004375302.1
10167         ,328957932     ,YP_004375318.1
10168         ,328957983     ,YP_004375369.1
10169         ,328957984     ,YP_004375370.1
10170         ,328957986     ,YP_004375372.1
10171         ,328957990     ,YP_004375376.1
10172         ,328957992     ,YP_004375378.1
10173         ,328958084     ,YP_004375470.1
10174         ,328958127     ,YP_004375513.1
10175         ,328958170     ,YP_004375556.1
10176         ,328958663     ,YP_004376049.1
10177         ,328958666     ,YP_004376052.1
10178         ,328958667     ,YP_004376053.1
10179         ,328958668     ,YP_004376054.1
10180         ,328958673     ,YP_004376059.1
10181         ,328958703     ,YP_004376089.1
10182         ,328958707     ,YP_004376093.1
10183         ,328958708     ,YP_004376094.1
10184         ,328958713     ,YP_004376099.1
10185         ,328958717     ,YP_004376103.1
10186         ,328958721     ,YP_004376107.1
10187         ,328958725     ,YP_004376111.1
10188         ,328958726     ,YP_004376112.1
10189         ,328958728     ,YP_004376114.1
10190         ,328958739     ,YP_004376125.1
10191         ,328958748     ,YP_004376134.1
10192         ,328958761     ,YP_004376147.1
10193         ,328958763     ,YP_004376149.1
10194         ,335055517     ,YP_583315.3   
10195         ,335055647     ,YP_585241.3   
10196         ,337735215     ,YP_004634662.1
10197         ,337735216     ,YP_004634663.1
10198         ,337735224     ,YP_004634671.1
10199         ,337735231     ,YP_004634678.1
10200         ,337735300     ,YP_004634747.1
10201         ,337735304     ,YP_004634751.1
10202         ,337735367     ,YP_004634814.1
10203         ,337735687     ,YP_004635134.1
10204         ,337735716     ,YP_004635163.1
10205         ,337735717     ,YP_004635164.1
10206         ,337735722     ,YP_004635169.1
10207         ,337735733     ,YP_004635180.1
10208         ,337735785     ,YP_004635232.1
10209         ,337735810     ,YP_004635257.1
10210         ,337735843     ,YP_004635290.1
10211         ,337735863     ,YP_004635310.1
10212         ,337735926     ,YP_004635373.1
10213         ,337735929     ,YP_004635376.1
10214         ,337736112     ,YP_004635559.1
10215         ,337736154     ,YP_004635601.1
10216         ,337736155     ,YP_004635602.1
10217         ,337736156     ,YP_004635603.1
10218         ,337736207     ,YP_004635654.1
10219         ,337736481     ,YP_004635928.1
10220         ,337736499     ,YP_004635946.1
10221         ,337736500     ,YP_004635947.1
10222         ,337736501     ,YP_004635948.1
10223         ,337736517     ,YP_004635964.1
10224         ,337736518     ,YP_004635965.1
10225         ,337736610     ,YP_004636057.1
10226         ,337736612     ,YP_004636059.1
10227         ,337736613     ,YP_004636060.1
10228         ,337736616     ,YP_004636063.1
10229         ,337736650     ,YP_004636097.1
10230         ,337736767     ,YP_004636214.1
10231         ,337736768     ,YP_004636215.1
10232         ,337736896     ,YP_004636343.1
10233         ,337736951     ,YP_004636398.1
10234         ,337736980     ,YP_004636427.1
10235         ,337737006     ,YP_004636453.1
10236         ,337737016     ,YP_004636463.1
10237         ,337737019     ,YP_004636466.1
10238         ,337737032     ,YP_004636479.1
10239         ,337737038     ,YP_004636485.1
10240         ,337737481     ,YP_004636928.1
10241         ,337737486     ,YP_004636933.1
10242         ,337737502     ,YP_004636949.1
10243         ,337737550     ,YP_004636997.1
10244         ,337737572     ,YP_004637019.1
10245         ,337737573     ,YP_004637020.1
10246         ,337737578     ,YP_004637025.1
10247         ,337737594     ,YP_004637041.1
10248         ,337737605     ,YP_004637052.1
10249         ,337737616     ,YP_004637063.1
10250         ,337737837     ,YP_004637284.1
10251         ,337737850     ,YP_004637297.1
10252         ,337737851     ,YP_004637298.1
10253         ,337737855     ,YP_004637302.1
10254         ,337737865     ,YP_004637312.1
10255         ,337737910     ,YP_004637357.1
10256         ,337737950     ,YP_004637397.1
10257         ,337738064     ,YP_004637511.1
10258         ,337738072     ,YP_004637519.1
